tenure,MonthlyCharges,Contract,Churn,TenureGroup,ChargeGroup
34,75.55,Month-to-month,No,25-48,High
42,49.55,Month-to-month,No,25-48,Medium
5,81.3,Month-to-month,Yes,0-12,High
71,23.9,Two year,No,49-72,Low
19,66.4,Month-to-month,No,13-24,Medium
2,19.6,Month-to-month,Yes,0-12,Low
57,18.8,Two year,No,49-72,Low
72,108.4,Two year,No,49-72,High
6,85.95,Month-to-month,No,0-12,High
17,85.45,Month-to-month,Yes,13-24,High
61,80.9,Two year,No,49-72,High
1,71.0,Month-to-month,Yes,0-12,High
48,111.8,Two year,No,25-48,High
16,20.6,Month-to-month,No,13-24,Low
9,85.05,Month-to-month,Yes,0-12,High
3,44.6,Month-to-month,No,0-12,Medium
1,44.4,Month-to-month,Yes,0-12,Medium
65,105.1,Two year,No,49-72,High
70,115.15,Two year,No,49-72,High
60,59.8,One year,No,49-72,Medium
69,26.3,One year,No,49-72,Low
35,70.55,Month-to-month,No,25-48,High
22,20.05,Month-to-month,No,13-24,Low
66,79.85,Two year,No,49-72,High
1,70.3,Month-to-month,Yes,0-12,High
1,79.35,Month-to-month,Yes,0-12,High
34,90.05,Month-to-month,No,25-48,High
72,24.45,Two year,No,49-72,Low
31,59.95,One year,No,25-48,Medium
30,25.35,One year,No,25-48,Low
9,90.8,Month-to-month,Yes,0-12,High
20,70.45,Month-to-month,Yes,13-24,High
19,34.3,Month-to-month,No,13-24,Low
65,105.05,Month-to-month,No,49-72,High
30,19.3,Two year,No,25-48,Low
6,19.15,One year,No,0-12,Low
2,51.4,Month-to-month,No,0-12,Medium
53,71.85,Month-to-month,No,49-72,High
7,75.4,Month-to-month,No,0-12,High
61,49.7,One year,No,49-72,Medium
70,45.25,One year,Yes,49-72,Medium
13,78.75,Month-to-month,No,13-24,High
35,81.6,One year,No,25-48,High
2,70.4,Month-to-month,No,0-12,High
3,75.8,Month-to-month,Yes,0-12,High
3,76.1,Month-to-month,No,0-12,High
62,94.0,One year,No,49-72,High
72,103.95,Two year,No,49-72,High
63,19.95,Two year,No,49-72,Low
20,71.3,Month-to-month,Yes,13-24,High
35,110.8,One year,No,25-48,High
21,69.1,Month-to-month,Yes,13-24,Medium
62,96.1,One year,No,49-72,High
15,48.8,Month-to-month,No,13-24,Medium
55,50.55,Month-to-month,No,49-72,Medium
11,44.65,Month-to-month,No,0-12,Medium
17,88.25,Month-to-month,Yes,13-24,High
61,19.45,One year,No,49-72,Low
71,89.3,Two year,No,49-72,High
2,70.0,Month-to-month,Yes,0-12,Medium
35,19.25,Two year,No,25-48,Low
17,70.5,Month-to-month,No,13-24,High
21,97.35,Month-to-month,Yes,13-24,High
47,19.65,Two year,No,25-48,Low
3,20.85,Month-to-month,No,0-12,Low
3,19.65,Month-to-month,No,0-12,Low
44,19.35,Two year,No,25-48,Low
1,44.0,Month-to-month,No,0-12,Medium
44,94.4,One year,No,25-48,High
5,25.9,Month-to-month,Yes,0-12,Low
24,55.65,Month-to-month,Yes,13-24,Medium
1,69.65,Month-to-month,Yes,0-12,Medium
18,75.4,Month-to-month,No,13-24,High
10,100.6,Month-to-month,Yes,0-12,High
65,71.0,Two year,No,49-72,High
1,86.0,Month-to-month,Yes,0-12,High
53,106.95,One year,Yes,49-72,High
3,21.2,One year,No,0-12,Low
33,61.05,Two year,No,25-48,Medium
3,29.6,Month-to-month,Yes,0-12,Low
34,79.95,One year,No,25-48,High
14,19.7,Two year,No,13-24,Low
13,20.3,Month-to-month,No,13-24,Low
46,59.9,One year,Yes,25-48,Medium
23,24.35,One year,No,13-24,Low
47,19.75,Two year,No,25-48,Low
17,50.3,Month-to-month,No,13-24,Medium
49,95.6,Month-to-month,Yes,49-72,High
59,50.25,Month-to-month,No,49-72,Medium
69,85.35,Two year,No,49-72,High
11,41.6,One year,Yes,0-12,Medium
10,51.65,Month-to-month,No,0-12,Medium
12,24.0,Two year,No,0-12,Low
45,100.85,Month-to-month,Yes,25-48,High
39,59.85,Month-to-month,No,25-48,Medium
71,25.45,Two year,No,49-72,Low
71,23.9,Two year,No,49-72,Low
33,24.15,One year,No,25-48,Low
67,75.7,Month-to-month,No,49-72,High
37,40.2,Month-to-month,Yes,25-48,Medium
49,84.5,Month-to-month,Yes,49-72,High
9,50.85,Month-to-month,No,0-12,Medium
52,91.6,Two year,No,49-72,High
70,98.9,One year,No,49-72,High
1,85.0,Month-to-month,No,0-12,High
14,78.95,Month-to-month,Yes,13-24,High
1,44.3,Month-to-month,No,0-12,Medium
1,20.2,Month-to-month,Yes,0-12,Low
52,80.2,One year,No,49-72,High
6,60.9,Month-to-month,No,0-12,Medium
7,34.2,Month-to-month,No,0-12,Low
47,85.2,Month-to-month,Yes,25-48,High
26,87.15,One year,No,25-48,High
25,54.3,Month-to-month,No,25-48,Medium
69,19.1,Two year,No,49-72,Low
72,112.75,Two year,No,49-72,High
4,19.95,Month-to-month,No,0-12,Low
59,19.5,Two year,No,49-72,Low
67,65.55,Two year,No,49-72,Medium
26,78.8,Month-to-month,No,25-48,High
27,78.2,One year,No,25-48,High
72,105.25,Two year,No,49-72,High
6,89.25,Month-to-month,No,0-12,High
62,20.65,Two year,No,49-72,Low
20,68.7,One year,No,13-24,Medium
6,78.65,Month-to-month,No,0-12,High
51,24.75,Two year,No,49-72,Low
61,19.75,Two year,No,49-72,Low
62,89.1,Month-to-month,No,49-72,High
72,84.7,Two year,No,49-72,High
13,98.0,Month-to-month,Yes,13-24,High
5,94.45,Month-to-month,Yes,0-12,High
3,105.0,Month-to-month,Yes,0-12,High
26,93.85,Month-to-month,Yes,25-48,High
13,59.9,Month-to-month,No,13-24,Medium
38,19.95,Two year,No,25-48,Low
8,84.0,Month-to-month,Yes,0-12,High
34,108.9,Month-to-month,No,25-48,High
18,33.6,Month-to-month,No,13-24,Low
56,85.85,One year,No,49-72,High
36,34.85,Month-to-month,No,25-48,Low
9,48.75,Month-to-month,Yes,0-12,Medium
1,84.85,Month-to-month,Yes,0-12,High
12,56.65,Month-to-month,Yes,0-12,Medium
57,95.3,Month-to-month,No,49-72,High
42,73.9,One year,Yes,25-48,High
33,24.5,Two year,Yes,25-48,Low
70,84.6,Two year,No,49-72,High
68,44.95,Month-to-month,No,49-72,Medium
1,24.7,Month-to-month,No,0-12,Low
37,100.3,Month-to-month,No,25-48,High
4,25.45,Month-to-month,No,0-12,Low
1,50.7,Month-to-month,No,0-12,Medium
20,55.0,Month-to-month,No,13-24,Medium
72,68.4,Two year,No,49-72,Medium
31,89.9,Month-to-month,Yes,25-48,High
18,78.55,Month-to-month,Yes,13-24,High
11,55.05,Month-to-month,No,0-12,Medium
33,19.8,Two year,No,25-48,Low
62,84.45,One year,No,49-72,High
1,35.9,Month-to-month,No,0-12,Medium
16,80.75,Month-to-month,No,13-24,High
22,78.65,One year,No,13-24,High
49,61.75,Month-to-month,No,49-72,Medium
36,63.7,One year,No,25-48,Medium
42,99.45,Month-to-month,Yes,25-48,High
4,25.2,Month-to-month,Yes,0-12,Low
12,74.05,One year,Yes,0-12,High
31,87.6,Month-to-month,No,25-48,High
5,89.15,Month-to-month,No,0-12,High
66,20.0,Two year,No,49-72,Low
15,55.0,Month-to-month,Yes,13-24,Medium
64,104.4,Two year,No,49-72,High
10,20.05,Month-to-month,No,0-12,Low
7,89.75,Month-to-month,Yes,0-12,High
29,34.3,Month-to-month,No,25-48,Low
57,20.65,Two year,No,49-72,Low
46,84.25,Month-to-month,No,25-48,High
53,19.65,Two year,No,49-72,Low
17,79.85,One year,No,13-24,High
38,20.2,Two year,No,25-48,Low
15,19.8,One year,No,13-24,Low
22,50.35,Month-to-month,No,13-24,Medium
14,85.15,Month-to-month,Yes,13-24,High
57,74.6,One year,No,49-72,High
11,79.15,Month-to-month,No,0-12,High
1,20.35,Two year,No,0-12,Low
12,21.05,Two year,No,0-12,Low
3,94.6,Month-to-month,Yes,0-12,High
36,94.7,Month-to-month,No,25-48,High
16,94.25,Month-to-month,Yes,13-24,High
65,72.45,One year,Yes,49-72,High
2,74.95,Month-to-month,No,0-12,High
42,105.2,Month-to-month,Yes,25-48,High
72,111.95,Two year,No,49-72,High
62,19.85,Two year,No,49-72,Low
6,89.75,Month-to-month,No,0-12,High
48,20.05,Two year,No,25-48,Low
35,108.95,Two year,No,25-48,High
52,19.65,One year,No,49-72,Low
1,24.9,Month-to-month,No,0-12,Low
6,82.85,Month-to-month,Yes,0-12,High
71,93.2,Two year,No,49-72,High
67,84.8,One year,No,49-72,High
60,71.75,One year,No,49-72,High
23,30.35,Month-to-month,No,13-24,Low
39,54.85,One year,No,25-48,Medium
15,19.5,One year,No,13-24,Low
53,103.85,Month-to-month,Yes,49-72,High
24,24.2,Two year,No,13-24,Low
37,19.35,Month-to-month,No,25-48,Low
5,83.6,Month-to-month,Yes,0-12,High
50,100.65,One year,No,49-72,High
54,94.1,One year,No,49-72,High
3,74.55,Month-to-month,No,0-12,High
68,108.45,One year,Yes,49-72,High
5,56.15,Month-to-month,No,0-12,Medium
33,20.35,Two year,No,25-48,Low
41,80.55,One year,No,25-48,High
34,61.25,One year,No,25-48,Medium
13,20.45,Month-to-month,No,13-24,Low
20,18.9,Month-to-month,No,13-24,Low
51,19.6,Two year,No,49-72,Low
3,91.5,Month-to-month,Yes,0-12,High
41,45.2,Month-to-month,No,25-48,Medium
13,19.45,Month-to-month,No,13-24,Low
35,25.45,Two year,No,25-48,Low
12,80.85,Month-to-month,Yes,0-12,High
4,94.9,Month-to-month,No,0-12,High
43,49.05,Month-to-month,Yes,25-48,Medium
12,29.3,Month-to-month,No,0-12,Low
68,105.3,Month-to-month,Yes,49-72,High
25,88.95,Month-to-month,Yes,25-48,High
7,20.25,One year,No,0-12,Low
66,110.85,One year,Yes,49-72,High
53,110.5,One year,No,49-72,High
63,109.4,Month-to-month,No,49-72,High
70,114.2,Two year,Yes,49-72,High
27,36.5,Month-to-month,Yes,25-48,Medium
1,70.75,Month-to-month,Yes,0-12,High
5,19.95,Month-to-month,No,0-12,Low
37,19.6,One year,No,25-48,Low
3,40.15,Month-to-month,Yes,0-12,Medium
12,76.6,Month-to-month,No,0-12,High
38,19.6,One year,No,25-48,Low
9,85.3,Month-to-month,No,0-12,High
13,65.85,Month-to-month,No,13-24,Medium
29,94.45,Month-to-month,Yes,25-48,High
47,20.05,Two year,No,25-48,Low
61,99.4,Month-to-month,No,49-72,High
16,20.0,Month-to-month,No,13-24,Low
41,78.45,Two year,No,25-48,High
43,25.1,Two year,No,25-48,Low
36,97.35,Month-to-month,Yes,25-48,High
6,55.0,Month-to-month,No,0-12,Medium
58,71.1,One year,No,49-72,High
19,61.55,Month-to-month,No,13-24,Medium
11,45.9,Month-to-month,No,0-12,Medium
39,40.3,One year,No,25-48,Medium
8,87.1,Month-to-month,No,0-12,High
26,49.5,Month-to-month,No,25-48,Medium
53,73.8,Month-to-month,No,49-72,High
70,19.2,Two year,No,49-72,Low
1,45.3,Month-to-month,Yes,0-12,Medium
59,25.0,Two year,No,49-72,Low
2,94.95,Month-to-month,Yes,0-12,High
7,35.3,One year,No,0-12,Medium
12,44.55,Month-to-month,Yes,0-12,Medium
59,76.75,One year,No,49-72,High
61,81.0,Two year,No,49-72,High
72,105.55,Two year,No,49-72,High
13,18.8,Month-to-month,No,13-24,Low
64,24.9,One year,No,49-72,Low
1,23.45,Month-to-month,Yes,0-12,Low
10,64.9,One year,No,0-12,Medium
65,61.35,One year,No,49-72,Medium
62,113.95,Two year,No,49-72,High
55,90.15,One year,No,49-72,High
25,54.1,Month-to-month,No,25-48,Medium
1,29.7,Month-to-month,Yes,0-12,Low
1,49.8,Month-to-month,No,0-12,Medium
59,101.1,Month-to-month,Yes,49-72,High
64,24.4,Two year,No,49-72,Low
36,95.0,Month-to-month,No,25-48,High
3,50.65,Month-to-month,Yes,0-12,Medium
61,69.9,Two year,No,49-72,Medium
26,39.95,One year,No,25-48,Medium
1,55.4,Month-to-month,Yes,0-12,Medium
1,90.6,Month-to-month,Yes,0-12,High
68,103.25,Two year,No,49-72,High
2,86.85,Month-to-month,Yes,0-12,High
72,94.25,Two year,No,49-72,High
71,47.05,Two year,No,49-72,Medium
57,20.55,Two year,No,49-72,Low
4,19.65,Month-to-month,No,0-12,Low
1,70.2,Month-to-month,No,0-12,High
72,81.0,Two year,No,49-72,High
21,75.9,One year,No,13-24,High
71,24.7,Two year,No,49-72,Low
29,99.05,Month-to-month,Yes,25-48,High
69,110.25,Two year,No,49-72,High
64,85.0,Two year,No,49-72,High
16,19.75,Month-to-month,No,13-24,Low
4,23.9,One year,No,0-12,Low
52,111.25,One year,Yes,49-72,High
2,55.1,Month-to-month,Yes,0-12,Medium
1,19.95,Month-to-month,No,0-12,Low
18,25.15,Month-to-month,No,13-24,Low
2,54.15,Month-to-month,No,0-12,Medium
19,59.8,Month-to-month,No,13-24,Medium
40,83.85,Month-to-month,No,25-48,High
66,104.9,One year,No,49-72,High
21,75.3,Month-to-month,No,13-24,High
8,66.65,Month-to-month,No,0-12,Medium
72,109.5,Two year,No,49-72,High
48,73.85,One year,No,25-48,High
69,19.3,Two year,No,49-72,Low
72,118.2,Two year,No,49-72,High
14,51.45,One year,No,13-24,Medium
6,59.45,Month-to-month,No,0-12,Medium
8,19.5,Two year,No,0-12,Low
17,19.55,One year,No,13-24,Low
65,93.55,One year,No,49-72,High
57,59.3,One year,No,49-72,Medium
13,102.25,Month-to-month,Yes,13-24,High
19,95.9,Month-to-month,Yes,13-24,High
56,109.8,One year,No,49-72,High
14,78.1,Month-to-month,No,13-24,High
52,39.9,Month-to-month,No,49-72,Medium
58,64.9,Two year,No,49-72,Medium
47,95.05,Month-to-month,Yes,25-48,High
67,53.4,Month-to-month,No,49-72,Medium
2,24.9,Month-to-month,No,0-12,Low
6,44.7,Month-to-month,No,0-12,Medium
71,114.0,Two year,No,49-72,High
46,20.25,Two year,No,25-48,Low
5,53.85,Month-to-month,Yes,0-12,Medium
67,83.85,Month-to-month,No,49-72,High
3,20.2,Month-to-month,No,0-12,Low
3,19.95,Month-to-month,No,0-12,Low
52,104.2,Month-to-month,Yes,49-72,High
42,50.25,Month-to-month,Yes,25-48,Medium
50,20.35,One year,No,49-72,Low
23,90.0,Month-to-month,No,13-24,High
67,54.2,Two year,No,49-72,Medium
25,99.5,Month-to-month,Yes,25-48,High
39,99.1,One year,No,25-48,High
69,66.9,Two year,No,49-72,Medium
1,25.85,One year,No,0-12,Low
32,91.05,Month-to-month,No,25-48,High
9,71.0,Month-to-month,Yes,0-12,High
16,93.2,Month-to-month,Yes,13-24,High
60,20.95,Two year,No,49-72,Low
72,109.2,Two year,No,49-72,High
5,19.35,Month-to-month,Yes,0-12,Low
26,85.8,Month-to-month,No,25-48,High
3,19.85,Month-to-month,Yes,0-12,Low
2,19.65,Month-to-month,No,0-12,Low
2,20.5,One year,No,0-12,Low
36,89.65,One year,No,25-48,High
7,74.35,Month-to-month,No,0-12,High
60,49.45,Two year,No,49-72,Medium
19,89.1,Month-to-month,No,13-24,High
45,75.15,Two year,No,25-48,High
4,70.65,Month-to-month,No,0-12,High
31,104.2,Month-to-month,Yes,25-48,High
47,90.05,Month-to-month,No,25-48,High
1,79.25,Month-to-month,Yes,0-12,High
1,44.9,Month-to-month,Yes,0-12,Medium
1,19.4,Month-to-month,No,0-12,Low
59,88.75,Month-to-month,No,49-72,High
10,70.1,Month-to-month,Yes,0-12,High
35,91.0,Month-to-month,No,25-48,High
4,29.65,Month-to-month,Yes,0-12,Low
32,90.8,One year,No,25-48,High
43,77.85,Month-to-month,Yes,25-48,High
4,54.3,Month-to-month,Yes,0-12,Medium
54,18.95,Two year,No,49-72,Low
11,95.15,Month-to-month,Yes,0-12,High
66,102.4,Two year,No,49-72,High
61,99.9,One year,No,49-72,High
72,88.7,Two year,No,49-72,High
44,54.3,One year,No,25-48,Medium
41,55.7,Month-to-month,No,25-48,Medium
50,103.95,One year,No,49-72,High
47,110.85,One year,Yes,25-48,High
8,20.15,Two year,No,0-12,Low
18,20.05,Month-to-month,No,13-24,Low
72,91.95,Two year,No,49-72,High
1,80.5,Month-to-month,Yes,0-12,High
42,55.65,Month-to-month,No,25-48,Medium
18,74.7,Month-to-month,No,13-24,High
13,104.15,One year,No,13-24,High
68,83.65,One year,No,49-72,High
4,72.2,Month-to-month,Yes,0-12,High
69,110.05,Two year,No,49-72,High
17,51.5,Month-to-month,Yes,13-24,Medium
25,25.5,Two year,No,25-48,Low
43,89.55,Month-to-month,Yes,25-48,High
59,19.5,Two year,No,49-72,Low
5,80.7,Month-to-month,No,0-12,High
21,77.5,One year,Yes,13-24,High
69,105.1,One year,No,49-72,High
13,25.15,Month-to-month,No,13-24,Low
42,95.25,Month-to-month,Yes,25-48,High
52,95.65,Month-to-month,No,49-72,High
46,85.0,Month-to-month,Yes,25-48,High
61,80.8,Two year,No,49-72,High
29,24.85,One year,No,25-48,Low
25,54.75,One year,No,25-48,Medium
5,85.75,Month-to-month,Yes,0-12,High
15,50.75,One year,No,13-24,Medium
19,20.15,Two year,No,13-24,Low
44,20.05,Two year,No,25-48,Low
6,98.25,Month-to-month,Yes,0-12,High
58,71.6,Two year,No,49-72,High
62,81.45,One year,No,49-72,High
70,58.4,One year,No,49-72,Medium
1,25.7,Month-to-month,Yes,0-12,Low
10,53.7,Two year,No,0-12,Medium
26,19.6,One year,No,25-48,Low
66,89.4,Month-to-month,No,49-72,High
7,69.0,Month-to-month,Yes,0-12,Medium
51,84.2,One year,No,49-72,High
72,106.1,Two year,No,49-72,High
65,25.75,Two year,No,49-72,Low
2,46.05,Month-to-month,Yes,0-12,Medium
70,64.95,One year,No,49-72,Medium
72,85.45,Two year,No,49-72,High
1,20.05,Month-to-month,No,0-12,Low
1,76.4,Month-to-month,Yes,0-12,High
5,100.5,Month-to-month,Yes,0-12,High
3,20.7,Month-to-month,No,0-12,Low
58,25.3,Two year,No,49-72,Low
22,40.05,Month-to-month,Yes,13-24,Medium
33,100.6,Month-to-month,No,25-48,High
1,69.95,Month-to-month,Yes,0-12,Medium
54,74.0,Month-to-month,No,49-72,High
72,99.4,Two year,No,49-72,High
1,93.3,Month-to-month,Yes,0-12,High
3,49.15,Month-to-month,Yes,0-12,Medium
72,107.45,Two year,No,49-72,High
72,83.6,Two year,No,49-72,High
54,99.05,Month-to-month,No,49-72,High
59,80.1,One year,No,49-72,High
54,65.3,Two year,No,49-72,Medium
60,89.55,Two year,No,49-72,High
60,60.8,Two year,No,49-72,Medium
3,74.5,Month-to-month,No,0-12,High
69,99.15,Two year,No,49-72,High
1,19.25,Month-to-month,No,0-12,Low
50,39.45,Month-to-month,No,49-72,Medium
56,44.85,Month-to-month,No,49-72,Medium
60,97.2,Two year,No,49-72,High
69,110.55,One year,No,49-72,High
1,35.05,Month-to-month,Yes,0-12,Medium
1,73.0,Month-to-month,Yes,0-12,High
3,19.9,Month-to-month,No,0-12,Low
60,76.95,Two year,No,49-72,High
13,35.4,Two year,No,13-24,Medium
62,20.45,Two year,No,49-72,Low
45,96.75,One year,No,25-48,High
25,54.2,One year,No,25-48,Medium
44,100.1,Two year,No,25-48,High
2,45.25,Month-to-month,No,0-12,Medium
33,83.85,Month-to-month,Yes,25-48,High
1,70.1,Month-to-month,Yes,0-12,High
22,20.85,One year,No,13-24,Low
35,33.45,Month-to-month,No,25-48,Low
29,20.2,Two year,No,25-48,Low
27,85.9,One year,No,25-48,High
54,61.0,One year,No,49-72,Medium
2,70.65,Month-to-month,Yes,0-12,High
57,86.9,One year,No,49-72,High
62,69.4,Two year,No,49-72,Medium
15,20.35,One year,No,13-24,Low
2,20.35,Month-to-month,Yes,0-12,Low
70,104.3,Two year,No,49-72,High
21,44.95,Month-to-month,No,13-24,Medium
23,49.45,One year,No,13-24,Medium
6,20.6,One year,No,0-12,Low
4,19.55,Two year,No,0-12,Low
3,99.0,Month-to-month,Yes,0-12,High
23,93.5,Month-to-month,No,13-24,High
26,54.55,One year,No,25-48,Medium
8,20.05,Month-to-month,No,0-12,Low
26,83.95,Month-to-month,Yes,25-48,High
2,79.45,Month-to-month,No,0-12,High
67,116.2,Two year,Yes,49-72,High
71,93.7,Two year,Yes,49-72,High
59,79.85,One year,No,49-72,High
39,100.0,One year,No,25-48,High
21,19.6,Two year,No,13-24,Low
1,19.7,Month-to-month,Yes,0-12,Low
48,20.2,Two year,No,25-48,Low
31,50.4,One year,No,25-48,Medium
64,113.35,One year,No,49-72,High
46,80.0,Month-to-month,No,25-48,High
52,80.95,Two year,No,49-72,High
67,24.9,Two year,No,49-72,Low
67,54.9,Month-to-month,No,49-72,Medium
5,75.55,Month-to-month,Yes,0-12,High
71,109.25,Two year,No,49-72,High
9,77.65,Month-to-month,Yes,0-12,High
26,95.0,Month-to-month,Yes,25-48,High
71,116.3,One year,No,49-72,High
32,19.9,Month-to-month,No,25-48,Low
2,70.35,Month-to-month,No,0-12,High
71,25.6,Two year,No,49-72,Low
60,44.45,One year,No,49-72,Medium
55,100.15,One year,No,49-72,High
54,105.4,One year,Yes,49-72,High
2,95.85,Month-to-month,Yes,0-12,High
6,73.85,Month-to-month,No,0-12,High
48,70.1,Two year,No,25-48,High
63,25.25,Two year,No,49-72,Low
1,79.15,Month-to-month,Yes,0-12,High
12,21.05,Month-to-month,No,0-12,Low
54,24.95,Month-to-month,No,49-72,Low
30,64.5,One year,No,25-48,Medium
30,19.65,Month-to-month,Yes,25-48,Low
4,79.0,Month-to-month,Yes,0-12,High
40,105.95,One year,No,25-48,High
9,75.85,Month-to-month,No,0-12,High
17,91.85,Month-to-month,Yes,13-24,High
62,43.6,Two year,No,49-72,Medium
28,91.25,One year,No,25-48,High
70,89.75,Two year,No,49-72,High
46,104.4,Two year,No,25-48,High
23,90.15,Month-to-month,No,13-24,High
47,40.3,One year,No,25-48,Medium
68,105.25,Two year,No,49-72,High
60,106.0,One year,Yes,49-72,High
67,104.0,Two year,No,49-72,High
14,69.65,Month-to-month,No,13-24,Medium
57,74.3,Month-to-month,No,49-72,High
55,100.9,One year,No,49-72,High
1,20.25,Month-to-month,No,0-12,Low
1,49.9,Month-to-month,Yes,0-12,Medium
23,96.9,Month-to-month,No,13-24,High
13,100.35,Month-to-month,Yes,13-24,High
47,104.1,Month-to-month,No,25-48,High
38,20.1,One year,No,25-48,Low
38,74.95,Month-to-month,Yes,25-48,High
2,56.55,Month-to-month,No,0-12,Medium
1,49.25,Month-to-month,Yes,0-12,Medium
15,68.6,Month-to-month,No,13-24,Medium
26,69.05,Month-to-month,No,25-48,Medium
35,19.7,Two year,No,25-48,Low
3,20.05,Month-to-month,No,0-12,Low
50,103.7,Month-to-month,Yes,49-72,High
42,94.4,Month-to-month,No,25-48,High
10,54.95,Month-to-month,No,0-12,Medium
61,93.7,One year,No,49-72,High
68,110.25,Two year,No,49-72,High
10,98.9,One year,No,0-12,High
65,89.75,One year,Yes,49-72,High
72,80.45,Two year,No,49-72,High
55,79.4,Month-to-month,No,49-72,High
1,20.3,Month-to-month,Yes,0-12,Low
7,62.8,Month-to-month,No,0-12,Medium
2,74.9,Month-to-month,No,0-12,High
9,74.85,Month-to-month,No,0-12,High
27,25.85,Two year,No,25-48,Low
7,101.95,Month-to-month,Yes,0-12,High
64,68.3,Two year,No,49-72,Medium
70,48.4,Two year,No,49-72,Medium
2,94.0,Month-to-month,Yes,0-12,High
67,105.05,Two year,No,49-72,High
45,89.3,Month-to-month,Yes,25-48,High
24,25.15,Two year,No,13-24,Low
4,19.5,Two year,No,0-12,Low
44,92.95,Month-to-month,No,25-48,High
72,20.7,Two year,No,49-72,Low
1,74.3,Month-to-month,Yes,0-12,High
66,19.35,Two year,No,49-72,Low
1,44.65,Month-to-month,Yes,0-12,Medium
13,84.05,Month-to-month,Yes,13-24,High
10,80.7,Month-to-month,Yes,0-12,High
65,104.35,Month-to-month,No,49-72,High
1,19.55,Month-to-month,No,0-12,Low
38,74.05,One year,No,25-48,High
23,40.1,Two year,No,13-24,Medium
10,20.1,One year,No,0-12,Low
